id,date_key,date_label,month_number,month_name,day,filename,source_image_path,site_image_path,raw_ocr_text,cleaned_text,author,special_type,include_in_default_archive,needs_review,notes,ocr_default,ocr_crop_gray,ocr_crop_contrast,ocr_color_mask,ocr_chosen_variant
apr-11,04-11,April 11,4,April,11,11_Apr.png,source_images/04_Apr/11_Apr.png,assets/quotes/04_Apr/11_Apr.png,"eS ————siQuotecoftheDay se
‘There ae too. many insecure personnel
people in this league. Thetr vision gets
navow. and they can't see what's about to
hit them”
- George Milton, GM, St. Louis Stags",There are too many insecure personnel people in this league. Their vision gets narrow and they can't see what's about to hit them.,"George Milton, GM, St. Louis Stags",,true,true,,"eS ————siQuotecoftheDay se
‘There ae too. many insecure personnel
people in this league. Thetr vision gets
navow. and they can't see what's about to
hit them”
- George Milton, GM, St. Louis Stags","‘Thete ave too many insecwe pewonnel
people in this league. Uhevr vision gets
novow and they can’t see what's about to
hit them”

- George Milton, GM, St. Louis Stags","‘Thete ate too. many insecwe pewonnel
novow and they can’t see what's about to
hit them:

- George Milton, GM, St. Louis Stags","‘Chere ere (66 mery insecure personnel
people in this league. Uhets vision gets
nevwouw. and they cant see what's about
Ad. them.

- George Milton, GM, St. Louis Stags",ocr_default
apr-12,04-12,April 12,4,April,12,12_Apr.png,source_images/04_Apr/12_Apr.png,assets/quotes/04_Apr/12_Apr.png,"“omed. eectewuns stick aound cven when
they ne longer have whal they used to.
Aave. Smead GMs don’t let smear ectewiuis
oul of the budding.
- George F. Babbitt, GM, Arizona Pioneers",Smart veterans stick around even when they no longer have what they used to have. Smart GMs don't let smart veterans out of the building.,"George F. Babbitt, GM, Arizona Pioneers",,true,true,,"@ Quote of the Day c=)
“Smut veteuns stick wound even when
they no longer have what they used to

have. Smad GMs don't let smad veterans

- George F. Babbitt, GM, Arizona Pioneers","“Smad vetewns stick awund even when
they no longer have what they used to.
have. Smad GMs don’t let smad vetewns
out of the building’
- George F. Babbitt, GM, Arizona Pioneers","“oman vetecans stick awund even when
they no- longer have what they used to-
have. Smad GMs don’t let smad vetetns
out of the butlding:
- George F. Babbitt, GM, Arizona Pioneers","“omed. eectewuns stick aound cven when
they ne longer have whal they used to.
Aave. Smead GMs don’t let smear ectewiuis
oul of the budding.
- George F. Babbitt, GM, Arizona Pioneers",ocr_color_mask
apr-13,04-13,April 13,4,April,13,13_Apr.png,source_images/04_Apr/13_Apr.png,assets/quotes/04_Apr/13_Apr.png,"‘Quaterthacks take a lot of blame because
young wecewers we seldom in the ught spot
when the quatehack hits his fifth step. So

he has to hold the ball too long and that

breaks the play:
- Adam Trask, Pittsburgh Ironmen",Quarterbacks take a lot of blame because young receivers are seldom in the right spot when the quarterback hits his fifth step. So he has to hold the ball too long and that breaks the play.,"Adam Trask, Pittsburgh Ironmen",,true,true,,"oe Quote of the Day oe
“Quaterbacks take a lot of blame because
young vecewvers ate seldom tn the ght spot
when the quuterbhack hits his fifth step. So
he has to hold the ball too long and that
breaks the play”
- Adam Trask, Pittsburgh Ironmen","‘Quwdethacks take a lot of blame because
young ‘ecewer, ae seldom in the ught spot
when the quwdtethack hits his fifth step. So-

he has to hold the ball too long and that

breaks the play:
- Adam Trask, Pittsburgh Ironmen","‘Quaterthacks take a lot of blame because
young wecewers we seldom in the ught spot
when the quatehack hits his fifth step. So

he has to hold the ball too long and that

breaks the play:
- Adam Trask, Pittsburgh Ironmen","‘Cuaderhacks. take « lot of blame because
young vweewers. ve seldom ir the ught spot
when the guedehack his. his fifth step. Se

he has. to held the ball toe long and that

breaks. the play.
- Adam Trask, Pittsburgh Ironmen",ocr_crop_contrast
apr-14,04-14,April 14,4,April,14,14_Apr.png,source_images/04_Apr/14_Apr.png,assets/quotes/04_Apr/14_Apr.png,"oduational analysis. weeks. of moo and
small scunple sizes.
- Dick Diver, Coach, Oakland Bandits",Situational analysis reeks of mojo and small sample sizes.,"Dick Diver, Coach, Oakland Bandits",,true,true,,"@ Quote of the Day c=)
small sample sizes:
- Dick Diver, Coach, Oakland Bandits","small sample sizes:
- Dick Diver, Coach, Oakland Bandits","small sample sizes.
- Dick Diver, Coach, Oakland Bandits","oduational analysis. weeks. of moo and
small scunple sizes.
- Dick Diver, Coach, Oakland Bandits",ocr_color_mask
apr-15,04-15,April 15,4,April,15,15_Apr.png,source_images/04_Apr/15_Apr.png,assets/quotes/04_Apr/15_Apr.png,"“Show. me the money! ~
- Rod Tidwell (Jerry Maguire)",Show me the money!,Rod Tidwell (Jerry Maguire),,true,true,,"@ Quote of the Day e@
“Show. me the money!”
- Rod Tidwell (Jerry Maguire)","“Show. me the money!”
- Rod Tidwell (Jerry Maguire)","“Show me the money! ”
- Rod Tidwell (Jerry Maguire)","“Show. me the money! ~
- Rod Tidwell (Jerry Maguire)",ocr_color_mask
apr-16,04-16,April 16,4,April,16,16_Apr.png,source_images/04_Apr/16_Apr.png,assets/quotes/04_Apr/16_Apr.png,"‘Tes not about collecting talent, t's about
building a team.”
- Bill Belichick","It's not about collecting talent, it's about building a team.",Bill Belichick,,true,true,,"@ Quote of the Day c=)
‘Its not about collecting talent, i's about
LITE 2

- Bill Belichick","Tés not about collecting talent, t's about
building a team.”
- Bill Belichick","‘Tes not about collecting talent, t's about
building a team.”
- Bill Belichick","Ws not about collecting talent, Ws. about
budding « team.”
- Bill Belichick",ocr_crop_contrast
apr-17,04-17,April 17,4,April,17,17_Apr.png,source_images/04_Apr/17_Apr.png,assets/quotes/04_Apr/17_Apr.png,"‘Every player is damaged, somehow. The
tuck is finding the damage that won't hud
you.

- Doremus Jessup, GM, New England Colonials","Every player is damaged, somehow. The trick is finding the damage that won't hurt you.","Doremus Jessup, GM, New England Colonials",,true,true,,"@ Quote of the Day c=)
“Every player is damaged, somehow. The
tuck ts finding the damage that won't hut
you:

- Doremus Jessup, GM, New England Colonials","‘Every player is damaged, somehow. The
tuck is finding the damage that won't hud
you.

- Doremus Jessup, GM, New England Colonials","“Eoery player is damaged, somehow. Uhe
tuck is finding the damage that won't hwd
You.

- Doremus Jessup, GM, New England Colonials","‘Every player ts damaged, somehow. Che
tuck ts finding the damage the won't hud
you.

- Doremus Jessup, GM, New England Colonials",ocr_crop_gray
apr-18,04-18,April 18,4,April,18,18_Apr.png,source_images/04_Apr/18_Apr.png,assets/quotes/04_Apr/18_Apr.png,"‘Che problem with the lampa-2 defense.
If you don't have six or seven all-stars. on
the field, t's. not going to work. When you
don't disguise your coveucges, d's just lhe

taking candy from «a baby.
- Eugene Witla, Coach, Jacksonville Cougars","The problem with the Tampa-2 defense. If you don't have six or seven all-stars on the field, it's not going to work. When you don't disguise your coverages, it's just like taking candy from a baby.","Eugene Witla, Coach, Jacksonville Cougars",,true,true,,"@ Quote of the Day c=)
‘The problem with the Tampa-2 defense.
If you don't have six ov seven all-stars on
dont disguise your coverages, i's just lke
taking candy from a baby!

- Eugene Witla, Coach, Jacksonville Cougars","‘The pwhlem with the lampa-2 defense.
[f you dont hawe six ov seven all-stars on
the field, t's not going to work. When you

don't disguise yowr coveuges, t's just lke

taking candy from a baby’
- Eugene Witla, Coach, Jacksonville Cougars","‘The problem with the lampa-2 defense.
[f you dont have six ov seven all-stars on
the field, ts not going to work. When you

don't disquise youu coverages, t's just lke

taking candy from a baby’
- Eugene Witla, Coach, Jacksonville Cougars","‘Che problem with the lampa-2 defense.
If you don't have six or seven all-stars. on
the field, t's. not going to work. When you
don't disguise your coveucges, d's just lhe

taking candy from «a baby.
- Eugene Witla, Coach, Jacksonville Cougars",ocr_color_mask
apr-19,04-19,April 19,4,April,19,19_Apr.png,source_images/04_Apr/19_Apr.png,assets/quotes/04_Apr/19_Apr.png,"""As a foothall player, you just deal with
injiwues. 1's al pwd of the football game.
Tve deak with injwues as much as
everypody else. People have dealt with
worse tnywues than Tve deat with. Ts al
put of the game, all pw of getting that

- Troy Polamalu","As a football player, you just deal with the injuries. It's all part of the football game. I've dealt with injuries as much as everybody else. People have dealt with worse injuries than I've dealt with. It's all part of the game, all part of getting that tackle.",Troy Polamalu,,true,true,,"@ Quote of the Day e@
""As a football player, you just deal with
- Troy Polamalu","‘As a focthall player, you just deal with
injwues. It's all pact of the football game.
[ve dealt with injwues as much as
worse trjiwues than Tre dealt with. 1's all
put of the game, al pac of getting that

- Troy Polamalu","""As a foothall player, you just deal with
injiwues. 1's al pwd of the football game.
Tve deak with injwues as much as
everypody else. People have dealt with
worse tnywues than Tve deat with. Ts al
put of the game, all pw of getting that

- Troy Polamalu","As. a football player, you just dec with
inywues. H's all pad of the football game.
Tee dealt with injeucs. as. much as.
cecrybody else. People have dealt with
wouse tnygedes than Tee dealt with. Ws alt
pod of the game, all pad of gelling thed

- Troy Polamalu",ocr_crop_contrast
apr-20,04-20,April 20,4,April,20,20_Apr.png,source_images/04_Apr/20_Apr.png,assets/quotes/04_Apr/20_Apr.png,"‘Too many teams ave emotionally attached
to thet veterans. Judge players for what
they can of fev yowr team, not for what
they used to of fev your team:

- Milt Dagget, GM, New Orleans Delta Rays","Too many teams are emotionally attached to their veterans. Judge players for what they can offer your team, not for what they used to offer your team.","Milt Dagget, GM, New Orleans Delta Rays",,true,true,,"eS ————siQuotecoftheDay se
‘Too. many teams ave emotionally attached
to thetr vetecans. Judge players for what
they used to offer your team:
- Milt Dagget, GM, New Orleans Delta Rays","‘Too many teams ave emotionally attached
to thet veterans. Judge players for what
they can of fev yowr team, not for what
they used to of fev your team:

- Milt Dagget, GM, New Orleans Delta Rays","‘Too many teams ave emotionally attached
to their vetetans. Judge players for what
they can offer your team, not for what
they used to offer your team:

- Milt Dagget, GM, New Orleans Delta Rays","‘Loe many teams. are emotionally atached
lo. thets velewns. Judge players for whed
they can offer your team, not for what
they used to offer your tecun.
- Mitt Dagget, GM, New Orleans Delta Rays",ocr_crop_gray
apr-21,04-21,April 21,4,April,21,21_Apr.png,source_images/04_Apr/21_Apr.png,assets/quotes/04_Apr/21_Apr.png,"‘We project body shaping and size,
especially weight, and guwth potential
when we evaluate a player and proyzect

them. We make swe we know the covtect
date of bith and we do a lot of esearch
to veufy tt.”
- Ernie Accorsi","We project body shaping and size, especially weight, and growth potential when we evaluate a player and project them. We make sure we know the correct date of birth and we do a lot of research to verify it.",Ernie Accorsi,,true,true,,"oe Quote of the Day oe
when we evaluate w player and project
them. We make swe we know the covect
date of bith and we do a lot of weseawh
to verify ct.”
- Ernie Accorsi","‘We project body shaping and size,
especially weight, and guwth potential
when we evaluate a player and proyzect

them. We make swe we know the covtect
date of bith and we do a lot of esearch
to veufy tt.”
- Ernie Accorsi","“We project body shaping and size,
especially weight, and guwth potential
when we evaluate a player and pect

them. We make swe we know. the covect
date of bith and we do a lot of research
to verify tt.”
- Ernie Accorsi","‘We prose body shaping and séze,
especialy weight, and giuwth potential
when we cecducde a player and prosect

them. We make sure we know the ceric
date of bith and we do « lot of reseawh
(6. eousfy it.”
- Ernie Accorsi",ocr_crop_gray
apr-22,04-22,April 22,4,April,22,22_Apr.png,source_images/04_Apr/22_Apr.png,assets/quotes/04_Apr/22_Apr.png,"Th the old days, you'd try and punish the
guaderiback. Now. there are udes. ageinst a,
and were seeing more and move
guaderibacks. gelling better and better after
a feu. years. tn the league. That may be
good for the game, but t's. defiutely
ducing up the scows.

- Nick Carraway, Coach, Buffalo Snow Riders","In the old days, you'd try and punish the quarterback. Now there are rules against it, and we're seeing more and more quarterbacks getting better and better after a few years in the league. That may be good for the game, but it's definitely driving up the scores.","Nick Carraway, Coach, Buffalo Snow Riders",,true,true,,"SS uote oftheDay Se
“In the old days, you'd ty and punish the
quaderhack. Nou there ae ules against ut,

and we've seeing more and more
quaterbacks getting better and better after
a few. years tn the league. That may be
duving up the scores”
- Nick Carraway, Coach, Buffalo Snow Riders","‘In the old days, you'd ty and punish the
guwvdethack. Now. there ave ules against ut,
and we're seeing move and more
guwudethacks getting better and better after
a few. years in the league. [hat may be
good for the game, but i's definitely
duving up the scores:

- Nick Carraway, Coach, Buffalo Snow Riders","‘In the old days, you'd try and punish the
guwtethack. Now: there ave udes against t,
and we'te seeing more and more
guudetbacks getting better and better after
a few. years in the league. (hat may be
good for the game, but t's definitely
ducing up the scores.

- Nick Carraway, Coach, Buffalo Snow Riders","Th the old days, you'd try and punish the
guaderiback. Now. there are udes. ageinst a,
and were seeing more and move
guaderibacks. gelling better and better after
a feu. years. tn the league. That may be
good for the game, but t's. defiutely
ducing up the scows.

- Nick Carraway, Coach, Buffalo Snow Riders",ocr_color_mask
apr-23,04-23,April 23,4,April,23,23_Apr.png,source_images/04_Apr/23_Apr.png,assets/quotes/04_Apr/23_Apr.png,"‘Gad duflers. spend thers time weeying
about where players will go. If you
coalucde propedy, & makes. no df ference:
Youll know. the best player when he's stilt
there and he's. stl on your board.

- Benj Steinberg, Coach, Baltimore Nightwings","Bad drafters spend their time worrying about where players will go. If you evaluate properly, it makes no difference. You'll know the best player when he's still there and he's still on your board.","Benj Steinberg, Coach, Baltimore Nightwings",,true,true,,"eS ————siQuotecoftheDay se
about where players wil go. If you
You'll know the best player when he's still
there and he's stil on your boa.
- Benji Steinberg, Coach, Baltimore Nightwings","""Bad duties spend thevc time woviying
about where players wil go. Tf you
You know the best player when he's stilt
- Benji Steinberg, Coach, Baltimore Nightwings","""Bad duafterw spend ther time wovwing
about where player wil go. Tf you
evaluate po-pety, ¢ makes no- difference.
You know. the best player when he's stil
- Benji Steinberg, Coach, Baltimore Nightwings","‘Gad duflers. spend thers time weeying
about where players will go. If you
coalucde propedy, & makes. no df ference:
Youll know. the best player when he's stilt
there and he's. stl on your board.

- Benj Steinberg, Coach, Baltimore Nightwings",ocr_color_mask
apr-24,04-24,April 24,4,April,24,24_Apr.png,source_images/04_Apr/24_Apr.png,assets/quotes/04_Apr/24_Apr.png,"Tf you let the fans. dictate your choices,
youll wind up. silling next to them:
- Marv Levy","If you let the fans dictate your choices, you'll wind up sitting next to them.",Marv Levy,,true,true,,"@ Quote of the Day c=)
""Tf you let the fans dictate your choices,
youl wind up sitting next to them’

- Marv Levy","gow wind up sitting next to them:
- Marv Levy","Tf gow let the fans dictate your chotces,
yowl wind up sitting next to- them’
- Marv Levy","Tf you let the fans. dictate your choices,
youll wind up. silling next to them:
- Marv Levy",ocr_color_mask
apr-25,04-25,April 25,4,April,25,25_Apr.png,source_images/04_Apr/25_Apr.png,assets/quotes/04_Apr/25_Apr.png,"“Cofensive linemen normally get a litte bit
more publicity but T think of you have a
chance to. duift a good, sold, core-type guy,
you better take him.”

- Ted Thompson","Defensive linemen normally get a little bit more publicity but I think if you have a chance to draft a good, solid core-type guy, you better take him.",Ted Thompson,,true,true,,"co Quote of the Day Qo
“Defensive linemen normally get a litle bit
more publicity but 7 think of you have a
chance to duft a good, sold, cove-type guy,
you better take him.”
- Ted Thompson","“Cofensive linemen normally get a litte bit
more publicity but T think of you have a
chance to. duift a good, sold, core-type guy,
you better take him.”

- Ted Thompson","“Cofensive linemen nounally get a litte bit
more publicity but 1 think of you have a
chance to duft a good, sold, core-type guy,
you better take him.”

- Ted Thompson","‘Oefensive linemen novunally get a lle bu
more publicty but | think if you have a
chance to dit a good, solid, corw-type guy,
you better take him.”

- Ted Thompson",ocr_crop_gray
apr-26,04-26,April 26,4,April,26,26_Apr.png,source_images/04_Apr/26_Apr.png,assets/quotes/04_Apr/26_Apr.png,"""You get a couple of good, sting,
noth-south wnners in there and you wun
them until they’te no longer ef fective. Most

cunning backs went going to last more
than three years. They take too many hits
- Cass Timberlane, GM, Cincinnati Tigers","You get a couple of good, strong, north-south runners in there and you run them until they're no longer effective. Most running backs aren't going to last more than three years. They take too many hits.","Cass Timberlane, GM, Cincinnati Tigers",,true,true,,"eS ————siQuotecoftheDay se
""You get a couple of good, stwng,
noth-south wnners in there and you un
waning backs went going to last more
than thwee years. They take too many hits”
- Cass Timberlane, GM, Cincinnati Tigers","""You get a couple of good, sting,
noth-south wnners in there and you wun
them until they’te no longer ef fective. Most

cunning backs went going to last more
than three years. They take too many hits
- Cass Timberlane, GM, Cincinnati Tigers","""You get a couple of good, sting,
noth-south wnners in there and you wn
them until they're no longer ef fective. Most

nunning backs went going to last more
than three yeas. (hey take too many hits”
- Cass Timberlane, GM, Cincinnati Tigers","‘Yeu get a couple of good, strong,
noth-seuth waners. in there and you wn
them unt they're no longer ef fective. Mest

wuuung backs. ent going to last more
than thice years. lheg take too mang hils-
- Cass Timberlane, GM, Cincinnati Tigers",ocr_crop_gray
apr-27,04-27,April 27,4,April,27,27_Apr.png,source_images/04_Apr/27_Apr.png,assets/quotes/04_Apr/27_Apr.png,"‘One day you're anointed the king of the
league and the next day everyone wants to-
fore you. It's a very competitive league:

- Anthony Patch, Coach, Washington Landslides",One day you're anointed the king of the league and the next day everyone wants to fire you. It's a very competitive league.,"Anthony Patch, Coach, Washington Landslides",,true,true,,"‘eS  ————~—~=“‘te@ of theDay
“One day you've anointed the king of the
league and the next day everyone wants to
Sie you. Its a very competitive league!
- Anthony Patch, Coach, Washington Landslides","‘One day you're anointed the king of the
league and the next day everyone wants to-
fore you. It's a very competitive league:

- Anthony Patch, Coach, Washington Landslides","‘One day you'te ancinted the king of the
league and the next day everyone wants to-
fore you. Is a very competitive league:

- Anthony Patch, Coach, Washington Landslides","‘One day you're anointed the king of the
league and the next day ceeryene warts. (6
fire you. Hs « very compeliive league:

- Anthony Patch, Coach, Washington Landslides",ocr_crop_gray
apr-28,04-28,April 28,4,April,28,28_Apr.png,source_images/04_Apr/28_Apr.png,assets/quotes/04_Apr/28_Apr.png,"‘The value of unning backs ts going
down. It takes more than one back to win
in this league.1 see more and more teams
going with a committee approach, vealizing

you cant hace enough healthy backs:
- Will Kennicott, Coach, Dallas Lone Stars","The value of running backs is going down. It takes more than one back to win in this league. I see more and more teams going with a committee approach, realizing you can't have enough healthy backs.","Will Kennicott, Coach, Dallas Lone Stars",,true,true,,"@ Quote of the Day e@
‘The value of unning backs is going
down. It takes more than one back to win
in this league. see more and more teams
going with a committee approach, realizing
you cart have enough healthy backs’

- Will Kennicott, Coach, Dallas Lone Stars","‘The calue of wnning backs is going
down. It takes more than one back to: win
in this leagque.1 see more and mere teams
goug with a committee approach, vealizin Y
you can’t have enough healthy backs:
- Will Kennicott, Coach, Dallas Lone Stars","‘The value of unning backs ts going
down. It takes more than one back to win
in this league.1 see more and more teams
going with a committee approach, vealizing

you cant hace enough healthy backs:
- Will Kennicott, Coach, Dallas Lone Stars","‘Che value of wunning backs ts going
down. He takes. more than one back te win
in this. league. ! see more and more teams
going with a commiltee approach, waltzing

you cant have enough healthy backs.

- Will Kennicott, Coach, Dallas Lone Stars",ocr_crop_contrast
apr-29,04-29,April 29,4,April,29,29_Apr.png,source_images/04_Apr/29_Apr.png,assets/quotes/04_Apr/29_Apr.png,"‘The game changes in many ways. Cen
years ago, we wanted playes who never
told us when they were hwd. (iinew were
paid to keep them on the field. Today, we
need to be more concemed about the
long-teum effects. of inyiwues.

- Hurston Wood, Coach, Seattle Cyberhawks","The game changes in many ways. Ten years ago, we wanted players who never told us when they were hurt. Trainers were paid to keep them on the field. Today, we need to be more concerned about the long-term effects of injuries.","Hurston Wood, Coach, Seattle Cyberhawks",,true,true,,"@ Quote of the Day e@
‘The game changes in many ways. Ten
year ago, we wanted players who. never
told us when they were hwd. Viuainerws were
paid to. keep them on the field. Today, we
need to be more concemed about the

- Hurston Wood, Coach, Seattle Cyberhawks","‘The game changes in mang ways. len
year ago, we wanted players whe never
told us when they were hwi. (uiness were
paid to keep them on the field. Today, we
need to. he more concemed about the

- Hurston Wood, Coach, Seattle Cyberhawks","‘The game changes in many ways. Cen
years ago, we wanted playes who never
told us when they were hwd. (iinew were
paid to keep them on the field. Today, we
need to be more concemed about the
long-teum effects. of inyiwues.

- Hurston Wood, Coach, Seattle Cyberhawks","‘Lhe game changes. tn many ways. len
yours age, we weated players whe never
lold us. when they were hud. Cuuners. were
pid to keep them on the field. loday, we
need. te be mere conceuied about the
longteun effects of tnypeues.

- Hurston Wood, Coach, Seattle Cyberhawks",ocr_crop_contrast
apr-30,04-30,April 30,4,April,30,30_Apr.png,source_images/04_Apr/30_Apr.png,assets/quotes/04_Apr/30_Apr.png,"""Dont put your player in positions where
they can't succeed.
- George F. Babbitt, GM, Arizona Pioneers",Don't put your players in positions where they can't succeed.,"George F. Babbitt, GM, Arizona Pioneers",,true,true,,"co Quote of the Day Qo
they can't succeed.
- George F. Babbitt, GM, Arizona Pioneers","“Cont put your player in positions where
they can't succeed.
- George F. Babbitt, GM, Arizona Pioneers","""Dont put your player in positions where
they can't succeed.
- George F. Babbitt, GM, Arizona Pioneers","‘Obn't pul your players in posiions where
they can't succeed.
- George F. Babbitt, GM, Arizona Pioneers",ocr_crop_contrast
may-01,05-01,May 1,5,May,1,01_May.png,source_images/05_May/01_May.png,assets/quotes/05_May/01_May.png,"""You can always have a discussion with a
guy who. watches tape. You can discuss
what you see and why things we
happening and maybe come together in
awas where one pewson did not have
knowledge. If one watches tape and the
other does not, you ave having an
aigument.

- George Milton, GM, St. Louis Stags","You can always have a discussion with a guy who watches tape. You can discuss what you see and why things are happening and maybe come together in areas where one person did not have knowledge. If one watches the tape and the other does not, you are having an argument.","George Milton, GM, St. Louis Stags",,true,true,,"@ Quote of the Day e@
""You can always have a discussion with a
guy who watches tape. You can discuss
what you see and why things ae
aeas where one person did not have
knowledge. If one watches tape and the
augument:

- George Milton, GM, St. Louis Stags","""You can always have a discussion with a
guy who. watches tape. You can discuss
what you see and why things we
happening and maybe come together in
awas where one pewson did not have
knowledge. If one watches tape and the
other does not, you ave having an
aigument.

- George Milton, GM, St. Louis Stags","""You can always have a discussion with a
guy who. watches tape. You can discuss
what you see and why things we
happening and maybe come together in
awas where one peson did not have
knowledge. Tf one watches tape and the
other does not, you ave having an
augument.

- George Milton, GM, St. Louis Stags","""Yeu can always have a discussion with a
guy whe watches tape. You con discuss
whet you see and why things arte
happening and maybe come together in
awcas where one person did not have
knowledge. (f ene wedches. tape and the
other does. not, you ae having an
cerguinent.

- George Milton, GM, St. Louis Stags",ocr_crop_gray
may-02,05-02,May 2,5,May,2,02_May.png,source_images/05_May/02_May.png,assets/quotes/05_May/02_May.png,"‘tind good football players. on the first
day. find guys who will fd in anywhere.
find guys you can count on lining up tn

any scheme and making an inpuct.
- Benj Steinberg, Coach, Baltimore Nightwings",Find good football players on the first day. Find guys who will fit anywhere. Find guys you can count on lining up in any scheme and making an impact.,"Benj Steinberg, Coach, Baltimore Nightwings",,true,true,,"@ Quote of the Day c=)
‘Tind good football players on the first
day. tind guys who will fit in anywhere.
Find guys you can count on lining up in
any scheme and making an impact:
- Benji Steinberg, Coach, Baltimore Nightwings","‘Tind good foothall player on the first
day. tind guys whe wil fit in anywhere.
find guys you can count on lining up in

any scheme and making an impact.
- Benji Steinberg, Coach, Baltimore Nightwings","“Find good football player on the fist
day. tind guys whe wit fi in anywhere.
find guys you can count on lining up in

any scheme and making an impact.
- Benji Steinberg, Coach, Baltimore Nightwings","‘tind good football players. on the first
day. find guys who will fd in anywhere.
find guys you can count on lining up tn

any scheme and making an inpuct.
- Benj Steinberg, Coach, Baltimore Nightwings",ocr_color_mask
may-03,05-03,May 3,5,May,3,03_May.png,source_images/05_May/03_May.png,assets/quotes/05_May/03_May.png,"‘They say ts worth taking a penalty to
keep the quaterthack from taking a big hit.
They also say that the only linemen the
Jans love we the linemen whe never take
penalties. There may be five of us, but
sometimes it's w lonely joh-

- John Wheelwright, Houston Apollos","They say it's worth taking a penalty to keep the quarterback from taking a big hit. They also say that the only linemen the fans love are the linemen who never take penalties. There may be five of us, but sometimes it's a lonely job.","John Wheelwright, Houston Apollos",,true,true,,"[Ss ————ssiuotecoftheDay lS
‘They say it's woth taking a penalty to
keep the quaterhack from taking a big hit.
They also say that the only linemen the
Sans love ae the linemen who never take
penalties. There may be five of us, but
sometimes t's a lonely job.”

- John Wheelwright, Houston Apollos","‘They say ts worth taking a penalty to
keep the quaterthack from taking a big hit.
They also say that the only linemen the
Jans love we the linemen whe never take
penalties. There may be five of us, but
sometimes it's w lonely joh-

- John Wheelwright, Houston Apollos","‘They say t's worth taking a penalty to
keep the quadethack fiom taking a big hit.
Uhey also say that the only linemen the
Jans love ae the linemen whe never take
penalties. [here may be five of us, but
sometimes t's a lonely job.

- John Wheelwright, Houston Apollos","‘Chey say t's. wedh taking « penalty
keep the guedehack from taking a big hi.
lhey alse. say the the only linemen the
| fons love are the tnemen who. never take
penalties. Ther may be five of us, but
sometimes. t's. a lonely sob.

- John Wheelwright, Houston Apollos",ocr_crop_gray
may-04,05-04,May 4,5,May,4,04_May.png,source_images/05_May/04_May.png,assets/quotes/05_May/04_May.png,"""Foothall combines two of the worst things
in Ameucan life. Tt is violence punctuated
hy committee meetings. ~

- George Will",Football combines two of the worst things in American life. It is violence punctuated by committee meetings.,George Will,,true,true,,"[eS ~~~ QuoteoftheDay
“Toothall combines two of the worst things
in Ameucan life. Tt ts violence punctuated

by committee meetings.”

- George Will","‘Toothall combines two of the worst things
in Ameucan life. 1¢ is violence punctuated
hy committee meetings.”

- George Will","""Foothall combines two of the worst things
in Ameucan life. Tt is violence punctuated
hy committee meetings. ~

- George Will","‘Toolbelt combines. two. of the worst things
in Ameucan life. 1 ts etelence punctucded
hy comunittce mectings.~

- George Will",ocr_crop_contrast
may-05,05-05,May 5,5,May,5,05_May.png,source_images/05_May/05_May.png,assets/quotes/05_May/05_May.png,"Tf gow quaderthack can consistently and
wisely get the ball out in bess than two
seconds, defenses have to. commtt to-
coverage, and that opens up everything.

- Clyde Griffiths, Coach, New York Gladiators","If your quarterback can consistently and wisely get the ball out in less than two seconds, defenses have to commit to coverage, and that opens up everything.","Clyde Griffiths, Coach, New York Gladiators",,true,true,,"SS Quote oftheDay Se
wisely get the ball out in less than two
seconds, defenses have to commit to-
coverage, and that opens up everything”

- Clyde Griffiths, Coach, New York Gladiators","Tf gow quadethack can consistentty and
wisely get the ball out in less than two
seconds, defenses have te commit to
coveige, and that cpens up everything:
- Clyde Griffiths, Coach, New York Gladiators","Tf gow quaderthack can consistently and
wisely get the ball out in bess than two
seconds, defenses have to. commtt to-
coverage, and that opens up everything.

- Clyde Griffiths, Coach, New York Gladiators","Tf your quederback can consistently and
wisely get the ball out in less. than we.
seconds, defenses. have to comnut to
covcuge, and thet epens. up cecuphing.

- Clyde Griffiths, Coach, New York Gladiators",ocr_crop_contrast
may-06,05-06,May 6,5,May,6,06_May.png,source_images/05_May/06_May.png,assets/quotes/05_May/06_May.png,"‘We wan the 4-3, sé we lock for outside
linebackers. whe can gel te the sidelines
guickly. But d's a numbers. game, and they
have to be big enough to deat with an
occasional offensive linemen.

- Cass Timberlane, GM, Cincinnati Tigers","We run the 4-3, so we look for outside linebackers who can get to the sidelines quickly. But it's a numbers game, and they have to be big enough to deal with an occasional offensive lineman.","Cass Timberlane, GM, Cincinnati Tigers",,true,true,,"@ Quote of the Day e@
“We un the 4-8, so we look for outside
linebackers who can get to the sidelines
quickly. But i's aw numbers game, and they
hawe to. be big enough to deat with an

- Cass Timberlane, GM, Cincinnati Tigers","‘We wn the 4-8, so we lock for outside
linehackers whe can get to the sidelines
quickly. But t's a numbers game, and they
have to he big enough to. deal with an

- Cass Timberlane, GM, Cincinnati Tigers","“We wun the 4-3, so we lock for outside
linebackers who- can get to the sidelines
quickly. Cut t's a numbers game, and they
have to be big enough to deat with an

- Cass Timberlane, GM, Cincinnati Tigers","‘We wan the 4-3, sé we lock for outside
linebackers. whe can gel te the sidelines
guickly. But d's a numbers. game, and they
have to be big enough to deat with an
occasional offensive linemen.

- Cass Timberlane, GM, Cincinnati Tigers",ocr_color_mask
